Region,City,A. Uniques of First Scribe Created,B. Total Events of Scribe Created
South Carolina,Hilton Head Island,1,108
South Carolina,Honea Path,0,264
South Carolina,Huger,0,5
South Carolina,Inman,1,3
South Carolina,Johns Island,1,1
South Carolina,Johnsonville,0,51
South Carolina,Kingstree,1,1
South Carolina,Ladson,1,6
South Carolina,Lancaster,1,78
South Carolina,Leesville,0,2
South Carolina,Lexington,2,347
South Carolina,Little River,0,50
South Carolina,Loris,0,1
South Carolina,Marion,0,1
South Carolina,Mauldin,2,95
South Carolina,Mt. Pleasant,2,180
South Carolina,Murrells Inlet,4,39
South Carolina,Myrtle Beach,5,584
South Carolina,North Augusta,2,4
South Carolina,North Myrtle Beach,0,3
South Carolina,Orangeburg,2,82
South Carolina,Pawleys Island,1,2
South Carolina,Pelzer,0,185
South Carolina,Pendleton,0,233
South Carolina,Pickens,0,2
South Carolina,Piedmont,1,4
South Carolina,Plum Branch,0,5
South Carolina,Ridgeland,0,2
South Carolina,Rock Hill,5,1400
South Carolina,Roebuck,0,1
South Carolina,Salem,1,1
South Carolina,Seneca,1,3
South Carolina,Simpsonville,4,96
South Carolina,Six Mile,1,1
South Carolina,Spartanburg,5,304
South Carolina,St. Helena,1,1
South Carolina,Starr,1,1
South Carolina,Summerville,7,534
South Carolina,Sumter,4,110
South Carolina,Taylors,0,13
South Carolina,Travelers Rest,1,40
South Carolina,Walhalla,0,6
South Carolina,Walterboro,1,7
South Carolina,West Columbia,1,4888
South Carolina,Westminster,1,1
South Carolina,Williamston,1,196
South Carolina,Williston,1,1
South Carolina,Winnsboro,2,2
South Carolina,York,0,8
South Carolina,undefined,3,280
South Dakota,Aberdeen,0,13
South Dakota,Brookings,0,5
South Dakota,Crooks,1,1
South Dakota,Dell Rapids,0,3
South Dakota,Eagle Butte,0,42
South Dakota,Huron,3,19
South Dakota,Midland,1,9
South Dakota,Pierre,1,10
South Dakota,Rapid City,5,841
South Dakota,Rosebud,0,3
South Dakota,Salem,1,1
South Dakota,Sioux Falls,10,561
South Dakota,Wall,1,1
South Dakota,Watertown,2,2
Tennessee,Alcoa,1,5
Tennessee,Antioch,9,1477
Tennessee,Ardmore,1,3
Tennessee,Arlington,0,82
Tennessee,Ashland City,0,1
Tennessee,Athens,0,20
Tennessee,Benton,0,3
Tennessee,Bethpage,0,133
Tennessee,Big Rock,0,4
Tennessee,Bon Aqua,0,1
Tennessee,Brentwood,5,652
Tennessee,Bristol,4,22
Tennessee,Camden,0,6
Tennessee,Cedar Hill,1,3
Tennessee,Centerville,0,7
Tennessee,Charlotte,0,1
Tennessee,Chattanooga,10,87
Tennessee,Church Hill,1,1
Tennessee,Clarksville,10,735
Tennessee,Cleveland,3,88
Tennessee,Clinton,0,8
Tennessee,Collierville,1,13
Tennessee,Columbia,0,506
Tennessee,Cookeville,4,991
Tennessee,Cordova,2,60
Tennessee,Cornersville,0,2
Tennessee,Covington,0,1
Tennessee,Cowan,1,1
Tennessee,Cross Plains,0,31
Tennessee,Crossville,1,165
Tennessee,Cumberland Furnace,0,2
Tennessee,Cunningham,0,1
Tennessee,Dandridge,0,79
Tennessee,Dayton,1,4
Tennessee,Decatur,0,16
Tennessee,Dellrose,0,1
Tennessee,Dickson,5,1984
Tennessee,Dover,0,17
Tennessee,Dyersburg,1,82
Tennessee,Erin,0,1
Tennessee,Estill Springs,1,1
Tennessee,Fairview,2,573
Tennessee,Fayetteville,2,21
Tennessee,Franklin,12,585
Tennessee,Gallatin,4,1097
Tennessee,Gatlinburg,1,2
Tennessee,Germantown,1,19
Tennessee,Goodlettsville,1,905
Tennessee,Greenbrier,1,1
Tennessee,Greeneville,1,78
Tennessee,Halls Crossroads,0,78
Tennessee,Hartsville,0,12
Tennessee,Hendersonville,4,54
Tennessee,Hermitage,1,15
Tennessee,Hixson,0,13
Tennessee,Hohenwald,1,2
Tennessee,Huntingdon,0,1
Tennessee,Indian Mound,0,1
Tennessee,Jackson,8,93
Tennessee,Jefferson City,1,1
Tennessee,Johnson City,5,1956
Tennessee,Jonesborough,1,3
Tennessee,Kingsport,6,215
Tennessee,Knoxville,17,3573
Tennessee,La Vergne,0,103
Tennessee,Lafayette,1,5
Tennessee,Lakewood,0,1
Tennessee,Lawrenceburg,1,3
Tennessee,Lebanon,3,730
Tennessee,Lenoir City,0,4
Tennessee,Lewisburg,1,5
Tennessee,Lexington,1,1072
Tennessee,Linden,1,2
Tennessee,Lobelville,0,1
Tennessee,Loretto,0,1
Tennessee,Loudon,0,1
Tennessee,Madison,1,1
Tennessee,Manchester,0,4
Tennessee,Martin,0,10
Tennessee,Maryville,0,41
Tennessee,Mascot,0,4
Tennessee,McEwen,1,372
Tennessee,McKenzie,1,2
Tennessee,McMinnville,1,15
Tennessee,Medina,0,7
Tennessee,Memphis,43,3496
Tennessee,Millington,1,2
Tennessee,Monroe,0,4
Tennessee,Morrison,1,1
Tennessee,Morristown,0,105
Tennessee,Mount Juliet,7,275
Tennessee,Murfreesboro,12,956
Tennessee,Nashville,70,15810
Tennessee,Newport,2,703
Tennessee,Nolensville,3,1344
Tennessee,Oak Ridge,1,1
Tennessee,Oakland,1,1
Tennessee,Ooltewah,2,155
Tennessee,Paris,1,5
Tennessee,Parsons,0,57
Tennessee,Pigeon Forge,0,5
Tennessee,Piney Flats,0,1
Tennessee,Portland,1,17
Tennessee,Powell,0,16
Tennessee,Pulaski,0,2
Tennessee,Roan Mountain,1,2
Tennessee,Rockwood,2,178
Tennessee,Sevierville,0,34
Tennessee,Seymour,0,51
Tennessee,Shelbyville,1,18
Tennessee,Signal Mountain,1,1
Tennessee,Smithville,0,220
Tennessee,Smyrna,3,1449
Tennessee,Southside,0,44
Tennessee,Sparta,0,3
Tennessee,Spencer,0,1
Tennessee,Spring Hill,4,150
Tennessee,Springfield,1,14
Tennessee,Strawberry Plains,1,1
Tennessee,Sweetwater,1,6
Tennessee,Talbott,1,5
Tennessee,Tazewell,0,9
Tennessee,Thompson's Station,0,35
Tennessee,Trenton,1,1
Tennessee,Vonore,1,1
Tennessee,Waverly,2,112
Tennessee,White House,2,262
Tennessee,Winchester,3,336
Tennessee,Woodbury,1,2
Tennessee,undefined,5,370
Texas,Abilene,2,806
Texas,Addison,1,6
Texas,Alamo,0,2
Texas,Alice,1,2
Texas,Allen,7,140
Texas,Alvarado,0,1
Texas,Amarillo,6,336
Texas,Anna,1,2
Texas,Argyle,1,12
Texas,Arlington,12,1709
Texas,Athens,1,1
Texas,Aubrey,6,596
Texas,Austin,46,7918
Texas,Azle,1,123
Texas,Balch Springs,0,3
Texas,Bastrop,0,8
Texas,Baytown,3,81
Texas,Beaumont,2,898
Texas,Bedford,0,2
Texas,Beeville,3,8
Texas,Bellaire,1,45
Texas,Belton,0,58
Texas,Bertram,0,9
Texas,Big Spring,1,160
Texas,Blanco,0,5
Texas,Boerne,0,6
Texas,Bonham,0,156
Texas,Bowie,0,3
Texas,Boyd,2,9134
Texas,Brownfield,1,4
Texas,Brownsville,4,202
Texas,Bryan,0,107
Texas,Buda,1,151
Texas,Buffalo,2,6
Texas,Bullard,2,2
Texas,Bulverde,1,210
Texas,Burkburnett,0,16
Texas,Burleson,0,3
Texas,Burnet,0,7
Texas,Caddo Mills,0,1
Texas,Canton,2,8
Texas,Canyon Lake,0,53
Texas,Carrollton,2,242
Texas,Cedar Hill,5,238
Texas,Cedar Park,1,235
Texas,Celina,1,2
Texas,Cibolo,3,8
Texas,Cisco,1,950
Texas,Cleburne,1,10
Texas,Cleveland,0,10
Texas,Coahoma,0,1
Texas,College Station,5,703
Texas,Colleyville,1,211
Texas,Conroe,7,1240
Texas,Converse,1,20
Texas,Coppell,1,77
Texas,Corpus Christi,10,1886
Texas,Corsicana,1,26
Texas,Crockett,0,3
Texas,Crosby,0,176
Texas,Crystal City,0,62
Texas,Cypress,13,2880
Texas,Dale,0,628
Texas,Dalhart,1,57
Texas,Dallas,282,47557
Texas,Dayton,1,4
Texas,De Kalb,1,5
Texas,DeSoto,1,2
Texas,Decatur,3,15726
Texas,Deer Park,0,663
Texas,Denton,6,16313
Texas,Dickinson,1,72
Texas,Dilley,0,111
Texas,Dimmitt,1,9
Texas,Donna,0,49
Texas,Duncanville,0,2
Texas,Eagle Pass,1,4
Texas,Eastland,0,39
Texas,Edinburg,3,791
Texas,El Paso,38,11368
Texas,Elgin,0,67
Texas,Euless,1,273
Texas,Ferris,0,14
Texas,Flint,0,3
Texas,Flower Mound,0,257
Texas,Forney,3,12
Texas,Fort Stockton,0,21
Texas,Fort Worth,34,11413
Texas,Fresno,0,23
Texas,Friendswood,3,98
Texas,Frisco,17,681
Texas,Fulshear,0,2005
Texas,Gainesville,1,28
Texas,Galveston,2,15
Texas,Garland,1,228
Texas,Georgetown,4,319
Texas,Graham,0,292
Texas,Granbury,2,1015
Texas,Grand Prairie,5,373
Texas,Grand Saline,1,1
Texas,Grapevine,1,69
Texas,Greenville,1,340
Texas,Hallettsville,0,98
Texas,Haltom City,0,1065
Texas,Harker Heights,2,15
Texas,Harlingen,1,160
Texas,Haslet,1,366
Texas,Hemphill,0,1
Texas,Henderson,1,1
Texas,Hondo,1,7
Texas,Houston,247,97326
Texas,Humble,7,638
Texas,Huntsville,1,227
Texas,Hurst,0,2
Texas,Hutto,0,235
Texas,Ingram,1,1
Texas,Iowa Park,3,1052
Texas,Irving,8,600
Texas,Jarrell,1,1
Texas,Jasper,0,2
Texas,Johnson City,0,78
Texas,Justin,0,4
Texas,Katy,33,9392
Texas,Kaufman,0,30
Texas,Keller,0,19
Texas,Kemp,0,16
Texas,Kennedale,1,78
Texas,Kerrville,1,10
Texas,Killeen,5,151
Texas,Kingsville,1,1
Texas,Kingwood,1,1770
Texas,Krum,4,22
Texas,Kyle,1,56
Texas,La Joya,0,6
Texas,La Marque,1,3
Texas,La Porte,9,5480
Texas,Lake Dallas,0,44
Texas,Lake Jackson,2,1334
Texas,Lancaster,0,12
Texas,Laredo,3,45
Texas,League City,19,21994
Texas,Leander,2,69
Texas,Leon Valley,0,5
Texas,Lewisville,7,1146
Texas,Liberty Hill,1,9
Texas,Liberty,0,11
Texas,Little Elm,1,433
Texas,Lockhart,0,112
Texas,Longview,3,7
Texas,Los Fresnos,0,41
Texas,Lubbock,8,432
Texas,Lufkin,3,39
Texas,Mabank,0,471
Texas,Madisonville,0,2
Texas,Manor,0,5
Texas,Mansfield,6,1922
Texas,Manvel,1,82
Texas,Marble Falls,3,174
Texas,McAllen,8,2949
Texas,McKinney,12,1510
Texas,Melissa,0,38
Texas,Mesquite,6,1604
Texas,Mexia,1,1
Texas,Midland,8,116
Texas,Midlothian,1,15
Texas,Mineral Wells,0,3
Texas,Mission,4,3392
Texas,Missouri City,8,387
Texas,Montgomery,1,16
Texas,Murchison,1,6
Texas,Nacogdoches,4,4136
Texas,Nederland,1,64
Texas,New Braunfels,2,503
Texas,New Caney,1,571
Texas,Nolanville,1,1
Texas,North Richland Hills,1,2
Texas,Odem,0,105
Texas,Odessa,4,436
Texas,Palestine,0,1
Texas,Panhandle,0,3
Texas,Paradise,0,1058
Texas,Paris,1,9
Texas,Pasadena,30,12288
Texas,Pearland,7,695
Texas,Pearsall,2,1332
Texas,Pecos,1,2
Texas,Penitas,0,4
Texas,Perrin,0,1407
Texas,Pflugerville,12,601
Texas,Pharr,2,141
Texas,Pinehurst,1,4
Texas,Plano,28,4997
Texas,Port Arthur,1,1
Texas,Porter,1,237
Texas,Prosper,3,339
Texas,Raymondville,0,3
Texas,Red Oak,1,1
Texas,Richardson,6,442
Texas,Richmond,19,3631
Texas,Rio Grande City,2,9
Texas,Roanoke,2,30
Texas,Rockwall,1,55
Texas,Rosenberg,1,129
Texas,Rosharon,1,29
Texas,Round Rock,4,2758
Texas,Rowlett,4,477
Texas,Royse City,1,284
Texas,San Angelo,4,29
Texas,San Antonio,83,20253
Texas,San Benito,0,31
Texas,San Juan,1,28
Texas,Sanger,1,109
Texas,Schertz,0,769
Texas,Seabrook,0,3
Texas,Seagoville,1,24
Texas,Sherman,4,620
Texas,Silsbee,1,1
Texas,Southlake,1,53
Texas,Spring Branch,1,284
Texas,Spring,15,4576
Texas,Springtown,0,1
Texas,Stafford,1,19
Texas,Sugar Land,13,4044
Texas,Sulphur Springs,0,1
Texas,Taylor,2,11
Texas,Temple,3,677
Texas,Terrell,0,23
Texas,Texarkana,2,3
Texas,Texas City,1,3
Texas,The Colony,3,66
Texas,Tomball,3,510
Texas,Tuscola,1,3650
Texas,Tyler,9,124
Texas,Valley View,4,6446
Texas,Van Alstyne,0,1
Texas,Venus,0,13
Texas,Victoria,1,3
Texas,Vidor,1,1
Texas,Waco,2,87
Texas,Waller,0,352
Texas,Waxahachie,1,1
Texas,Weatherford,0,197
Texas,Webster,16,4037
Texas,Weslaco,4,38
Texas,Wheeler,1,764
Texas,Wichita Falls,2,887
Texas,Wills Point,2,152
Texas,Wimberley,1,7
Texas,Woodway,2,111
Texas,Wylie,2,378
Texas,undefined,16,3606
Utah,Alpine,1,1
Utah,American Fork,4,1175
Utah,Annabella,0,20
Utah,Beaver,2,1145
Utah,Bountiful,1,372
Utah,Brigham City,1,1
Utah,Castle Dale,1,3
Utah,Cedar City,4,1979
Utah,Clearfield,4,270
Utah,Dammeron Valley,1,3
Utah,Draper,16,7126
Utah,Elk Ridge,2,72
Utah,Farmington,1,10
Utah,Heber,2,11
Utah,Herriman,5,445
Utah,Hurricane,1,2
Utah,Ivins,2,74
Utah,Kamas,0,6
Utah,Kanab,1,2
Utah,Layton,3,1449
Utah,Lehi,14,5049
Utah,Lindon,0,248
Utah,Logan,16,1031
Utah,Magna,1,38
Utah,Mapleton,1,200
Utah,Midvale,2,224
Utah,Milford,1,6
Utah,Moab,1,2
Utah,Mona,1,3
Utah,Mount Pleasant,3,13
Utah,Murray,1,11
Utah,Nephi,1,63
Utah,Ogden,4,364
Utah,Orem,3,82
Utah,Park City,2,255
Utah,Payson,0,100
Utah,Pleasant Grove,2,170
Utah,Price,2,2
Utah,Provo,15,3118
Utah,Riverton,1,466
Utah,Roy,0,66
Utah,Salt Lake City,83,19267
Utah,Sandy,4,2358
Utah,Santaquin,1,1
Utah,Saratoga Springs,2,2518
Utah,South Jordan,6,1022
Utah,Spanish Fork,2,252
Utah,Springville,1,11
Utah,St. George,8,4902
Utah,Stockton,1,3
Utah,Syracuse,1,10
Utah,Taylorsville,1,13
Utah,Tooele,2,371
Utah,Vineyard,0,2857
Utah,Washington,2,26
Utah,West Jordan,4,400
Utah,West Valley City,3,7123
Utah,Woods Cross,1,1
Utah,undefined,5,1506
Vermont,Barre,1,87
Vermont,Brattleboro,0,1
Vermont,Burlington,0,56
Vermont,Colchester,1,1
Vermont,Danville,0,1
Vermont,Essex Junction,0,6
Vermont,Hartland,1,2
Vermont,Jericho,0,1
Vermont,Lyndonville,0,3
Vermont,Manchester Center,1,1
Vermont,Middletown Springs,0,4
Vermont,Newfane,1,1
Vermont,Richford,1,1
Vermont,Rutland,3,3275
Vermont,Saint Johnsbury,1,4
Vermont,South Burlington,2,9
Vermont,Stowe,1,3
Vermont,Tunbridge,1,1
Vermont,West Charleston,0,1
Vermont,White River Junction,1,48
Vermont,undefined,0,1
Virginia,Abingdon,0,241
Virginia,Aldie,2,17
Virginia,Alexandria,18,3561
Virginia,Annandale,5,311
Virginia,Arlington,18,2342
Virginia,Ashburn,157,12179
Virginia,Ashland,1,1
Virginia,Bealeton,1,2
Virginia,Bedford,2,1228
Virginia,Berryville,0,1
Virginia,Blacksburg,0,1
Virginia,Bluefield,0,5
Virginia,Boones Mill,0,42
Virginia,Boydton,1,12
Virginia,Bristol,3,801
Virginia,Bristow,0,137
Virginia,Broadway,0,444
Virginia,Buena Vista,1,1
Virginia,Burke,2,837
Virginia,Callao,0,6
Virginia,Cedar Bluff,4,728
Virginia,Centreville,7,1795
Virginia,Chantilly,3,3
Virginia,Charlottesville,6,969
Virginia,Chesapeake,14,1470
Virginia,Chester,2,2
Virginia,Chesterfield Court House,1,2
Virginia,Christiansburg,3,54
Virginia,Crewe,0,22
Virginia,Culpeper,2,9
Virginia,Daleville,1,184
Virginia,Danville,1,258
Virginia,Doswell,0,113
Virginia,Dulles,0,80
Virginia,Dumfries,1,190
Virginia,Dyke,0,1
Virginia,Edinburg,0,10
Virginia,Elkton,1,1
Virginia,Fairfax,25,3183
Virginia,Falls Church,1,828
Virginia,Farmville,1,1
Virginia,Farnham,0,3
Virginia,Floyd,2,2
Virginia,Forest,4,463
Virginia,Franklin,1,1
Virginia,Fredericksburg,4,628
Virginia,Front Royal,3,4
Virginia,Gainesville,2,213
Virginia,Galax,1,4754
Virginia,Glen Allen,4,163
Virginia,Goode,0,3
Virginia,Great Falls,0,236
Virginia,Grundy,3,19
Virginia,Hampton,7,864
Virginia,Harrisonburg,4,9
Virginia,Haymarket,5,346
Virginia,Haysi,0,1
Virginia,Henrico,8,1574
Virginia,Herndon,3,131
Virginia,Hillsville,0,6
Virginia,Hiwassee,1,1
Virginia,Hopewell,0,21
Virginia,Huddleston,1,3
Virginia,Hurt,0,7
Virginia,Jeffersonton,1,284
Virginia,King George,1,100
Virginia,Lancaster,0,1
Virginia,Lebanon,0,12
Virginia,Leesburg,1,131
Virginia,Lexington,0,41
Virginia,Locust Dale,0,3
Virginia,Lorton,2,12
Virginia,Louisa,0,28
Virginia,Lynch Station,1,5
Virginia,Lynchburg,5,562
Virginia,Madison Heights,0,5
Virginia,Manakin,0,41
Virginia,Manassas,9,1894
Virginia,Marion,1,24
Virginia,Martinsville,1,14
Virginia,McGaheysville,0,1
Virginia,McLean,5,2119
Virginia,Meadowview,0,10
Virginia,Mechanicsville,1,11
Virginia,Midlothian,2,294
Virginia,Moneta,1,11
Virginia,Newport News,5,180
Virginia,Norfolk,7,619
Virginia,North Tazewell,0,2
Virginia,Palmyra,1,8
Virginia,Petersburg,1,6
Virginia,Portsmouth,2,525
Virginia,Purcellville,0,6
Virginia,Radford,1,2
Virginia,Raven,1,1
Virginia,Reedville,1,4
Virginia,Reston,4,313
Virginia,Rice,1,5
Virginia,Richlands,1,782
Virginia,Richmond,19,1100
Virginia,Roanoke,14,4964
Virginia,Rocky Mount,0,40
Virginia,Rustburg,1,3
Virginia,Salem,2,65
Virginia,Sandston,1,4
Virginia,South Boston,0,1
Virginia,Spotsylvania,1,1
Virginia,Springfield,5,1347
Virginia,Stafford,4,1515
Virginia,Staunton,1,2
Virginia,Stephens City,0,1
Virginia,Sterling,1,42
Virginia,Suffolk,0,10
Virginia,Tazewell,0,7
Virginia,Thaxton,1,3
Virginia,Troutville,0,14
Virginia,Vansant,0,1
Virginia,Vienna,3,612
Virginia,Vinton,1,30
Virginia,Virginia Beach,39,4075
Virginia,Warrenton,2,468
Virginia,Warsaw,0,11
Virginia,Washington,1,135
Virginia,Waynesboro,8,139
Virginia,Williamsburg,2,12
Virginia,Winchester,2,25
Virginia,Woodbridge,13,5148
Virginia,Woodstock,1,1
Virginia,undefined,1,101
Washington,Anacortes,1,10
Washington,Arlington,0,6
Washington,Auburn,3,2589
Washington,Bainbridge Island,4,137
Washington,Battle Ground,0,19
Washington,Bellevue,7,1007
Washington,Bellingham,3,35
Washington,Black Diamond,1,91
Washington,Bonney Lake,1,57
Washington,Bothell,3,354
Washington,Bremerton,1,672
Washington,Burien,0,32
Washington,Burlington,0,1
Washington,Camas,1,8
Washington,Carnation,1,67
Washington,Chehalis,1,649
Washington,Cle Elum,0,24
Washington,Clinton,1,47
Washington,Connell,1,124
Washington,Coupeville,2,97
Washington,Deer Park,0,45
Washington,DesMoines,0,317
Washington,Duvall,0,2
Washington,East Wenatchee,1,2
Washington,Eastsound,2,18
Washington,Eatonville,0,2
Washington,Edmonds,2,9
Washington,Ellensburg,1,1
Washington,Everett,4,1018
Washington,Federal Way,10,5668
Washington,Gig Harbor,2,99
Washington,Graham,1,1
Washington,Grandview,0,53
Washington,Greenacres,0,1
Washington,Issaquah,1,634
Washington,Kenmore,1,1
Washington,Kennewick,2,1361
Washington,Kent,7,2766
Washington,Kirkland,18,2015
Washington,La Center,0,3
Washington,Lacey,2,139
Washington,Lake Stevens,0,149
Washington,Lakewood,1,178
Washington,Langley,0,170
Washington,Liberty Lake,2,4
Washington,Longview,0,156
Washington,Lynden,1,5
Washington,Lynnwood,22,559
Washington,Maple Valley,1,2
Washington,Marysville,4,951
Washington,Mead,1,1
Washington,Mercer Island,7,311
Washington,Mesa,0,9
Washington,Monroe,0,12
Washington,Mountlake Terrace,4,1229
Washington,Mukilteo,10,1087
Washington,Newport,1,211
Washington,North Bend,1,571
Washington,Oak Harbor,0,42
Washington,Ocean Shores,1,7
Washington,Olalla,0,2
Washington,Olympia,8,191
Washington,Pacific,0,367
Washington,Pasco,1,206
Washington,Port Angeles,1,1
Washington,Port Orchard,1,5
Washington,Puyallup,4,3512
Washington,Raymond,0,4
Washington,Redmond,11,758
Washington,Renton,3,761
Washington,Richland,2,5
Washington,Ritzville,0,2
Washington,Sammamish,0,2
Washington,Seattle,161,14642
Washington,Sequim,0,4
Washington,Shelton,0,4
Washington,Snohomish,0,1
Washington,Spanaway,1,203
Washington,Spokane,18,339
Washington,Sumner,0,40
Washington,Tacoma,11,4856
Washington,Toppenish,1,12
Washington,Touchet,0,1
Washington,University Place,1,1
Washington,Vancouver,8,1390
Washington,Vashon,1,1
Washington,Waitsburg,1,2
Washington,Walla Walla,1,2
Washington,Washougal,0,8
Washington,Wenatchee,0,4
Washington,Woodinville,1,599
Washington,Yakima,3,3844
Washington,undefined,32,5885
West Virginia,Beckley,4,8
West Virginia,Bluefield,2,5
West Virginia,Buckhannon,0,1
West Virginia,Chapmanville,0,7
West Virginia,Charleston,6,4675
West Virginia,Clarksburg,0,7
West Virginia,Colliers,0,14
West Virginia,Crawley,0,32
West Virginia,Culloden,0,132
West Virginia,Delbarton,0,113
West Virginia,Dunbar,0,3
West Virginia,Elkins,1,1
West Virginia,Fairmont,1,864
West Virginia,Harrisville,1,1
West Virginia,Huntington,13,2908
West Virginia,Hurricane,1,148
West Virginia,Kenova,0,154
West Virginia,Kermit,0,3
West Virginia,Lenore,1,2
West Virginia,Lewisburg,4,354
West Virginia,Martinsburg,0,44
West Virginia,Milton,1,345
West Virginia,Moorefield,0,1
West Virginia,Morgantown,4,665
West Virginia,Moundsville,0,90
West Virginia,Mount Hope,1,1
West Virginia,New Martinsville,0,1
West Virginia,Oak Hill,0,6
West Virginia,Palestine,1,1
West Virginia,Parkersburg,5,154
West Virginia,Pineville,0,1
West Virginia,Poca,2,504
West Virginia,Princeton,1,2
West Virginia,Saint Albans,0,105
West Virginia,Scott Depot,0,46
West Virginia,Summersville,1,1
West Virginia,Tornado,0,4
West Virginia,Vienna,0,3
West Virginia,Weirton,0,10
West Virginia,Welch,0,7
West Virginia,West Hamlin,1,1
West Virginia,Wheeling,1,15
West Virginia,White Sulphur Springs,0,3
West Virginia,Williamson,7,2019
West Virginia,undefined,0,84
Wisconsin,Antigo,1,1
Wisconsin,Appleton,3,16
Wisconsin,Ashwaubenon,1,1
Wisconsin,Baraboo,1,1
Wisconsin,Bristol,0,3
Wisconsin,Brookfield,1,11
Wisconsin,Cambridge,0,9
Wisconsin,Colby,0,1
Wisconsin,De Pere,1,14
Wisconsin,Deerfield,2,2
Wisconsin,Eau Claire,3,20
Wisconsin,Fitchburg,0,46
Wisconsin,Grafton,0,7
Wisconsin,Green Bay,1,16
Wisconsin,Hartland,0,7
Wisconsin,Holmen,0,2
Wisconsin,Hudson,1,6
Wisconsin,Iola,1,2
Wisconsin,Iron River,0,16
Wisconsin,Janesville,1,3
Wisconsin,Johnson Creek,0,41
Wisconsin,Kaukauna,1,1
Wisconsin,Kenosha,1,81
Wisconsin,Knapp,1,1
Wisconsin,La Crosse,1,1
Wisconsin,Madison,6,3567
Wisconsin,Manitowoc,1,1
Wisconsin,Medford,1,3
Wisconsin,Menomonee Falls,2,5
Wisconsin,Mequon,1,315
Wisconsin,Merrill,0,1
Wisconsin,Middleton,1,479
Wisconsin,Milwaukee,25,2020
Wisconsin,Mosinee,1,3
Wisconsin,Muskego,1,19
Wisconsin,Necedah,1,1
Wisconsin,Neenah,1,249
Wisconsin,New Berlin,0,2
Wisconsin,New Richmond,3,21
Wisconsin,Niagara,0,35
Wisconsin,Oak Creek,2,2
Wisconsin,Oconomowoc,1,5
Wisconsin,Omro,0,3
Wisconsin,Oshkosh,2,2
Wisconsin,Plainfield,1,1
Wisconsin,Pleasant Prairie,0,1
Wisconsin,Portage,1,1
Wisconsin,Pulaski,2,4
Wisconsin,Racine,4,33
Wisconsin,Reedsburg,1,2
Wisconsin,Rhinelander,2,11
Wisconsin,Richfield,1,1
Wisconsin,Sheboygan,1,1
Wisconsin,South Milwaukee,0,1
Wisconsin,Sparta,1,1
Wisconsin,Stoughton,0,18
Wisconsin,Stratford,0,5
Wisconsin,Sturgeon Bay,0,4
Wisconsin,Sun Prairie,0,43
Wisconsin,Superior,1,8
Wisconsin,Two Rivers,1,3
Wisconsin,Verona,0,1
Wisconsin,Waukesha,1,55
Wisconsin,Waunakee,1,2
Wisconsin,Waupun,1,9
Wisconsin,Wausau,5,568
Wisconsin,Wautoma,0,2
Wisconsin,West Bend,1,2758
Wisconsin,Westby,1,1
Wisconsin,Westfield,0,2
Wisconsin,Woodruff,1,3
Wisconsin,undefined,0,1
Wyoming,Burns,0,8
Wyoming,Casper,4,793
Wyoming,Cheyenne,7,176
Wyoming,Cody,2,7
Wyoming,Daniel,0,4
Wyoming,Dayton,0,25
Wyoming,Douglas,0,40
Wyoming,Gillette,2,599
Wyoming,Jackson,0,950
Wyoming,Lander,2,7
Wyoming,Laramie,1,178
Wyoming,Pinedale,0,23
Wyoming,Powell,1,2
Wyoming,Rock Springs,0,2
Wyoming,Sheridan,4,1233
Wyoming,Thermopolis,0,12
Wyoming,Torrington,0,29
Wyoming,Worland,0,19
Wyoming,undefined,0,1
undefined,undefined,90,13855
